Year;Month;Day;Hour;Minute;Temperature  [2 m above gnd];Relative Humidity  [2 m above gnd];Total Precipitation (high resolution)  [sfc];Total Precipitation (low resolution)  [sfc];Snowfall Amount (high resolution)  [sfc];Snowfall Amount (low resolution)  [sfc];Wind Speed  [10 m above gnd];Wind Direction  [10 m above gnd]
2018;09;22;20;00;19.02;44.00;0.00;0.00;0.00;0.00;5.80;330.26
2018;09;22;21;00;18.72;45.00;0.00;0.00;0.00;0.00;1.61;296.57
2018;09;22;22;00;18.39;49.00;0.00;0.00;0.00;0.00;4.45;284.04
2018;09;22;23;00;17.93;50.00;0.00;0.00;0.00;0.00;12.02;98.62
2018;09;23;00;00;16.51;59.00;0.00;0.00;0.00;0.00;14.33;115.28
2018;09;23;01;00;17.95;41.00;0.00;0.00;0.00;0.00;6.70;143.75
2018;09;23;02;00;20.38;27.00;0.00;0.00;0.00;0.00;15.94;251.57
2018;09;23;03;00;19.29;33.00;0.00;0.00;0.00;0.00;21.60;246.43
2018;09;23;04;00;18.60;42.00;0.00;0.00;0.00;0.00;19.86;247.62
2018;09;23;05;00;18.45;50.00;0.00;0.00;0.00;0.00;20.99;247.83
2018;09;23;06;00;18.41;57.00;0.00;0.00;0.00;0.00;19.72;248.59
2018;09;23;07;00;18.91;62.00;0.00;0.10;0.00;0.00;19.59;252.90
2018;09;23;08;00;20.61;60.00;0.00;0.00;0.00;0.00;23.31;256.61
2018;09;23;09;00;22.10;57.00;0.00;0.00;0.00;0.00;27.89;258.84
2018;09;23;10;00;23.41;56.00;0.00;0.00;0.00;0.00;30.78;259.22
2018;09;23;11;00;24.75;54.00;0.00;0.00;0.00;0.00;33.47;258.21
2018;09;23;12;00;25.60;53.00;0.00;0.00;0.00;0.00;35.81;260.16
2018;09;23;13;00;26.06;56.00;0.00;0.00;0.00;0.00;33.83;253.30
2018;09;23;14;00;26.89;52.00;0.10;0.00;0.00;0.00;35.07;252.68
2018;09;23;15;00;27.15;50.00;0.20;0.00;0.00;0.00;34.28;252.90
2018;09;23;16;00;26.66;52.00;0.20;0.00;0.00;0.00;35.46;254.69
2018;09;23;17;00;25.39;54.00;0.00;0.00;0.00;0.00;37.68;251.05
2018;09;23;18;00;24.49;59.00;0.00;0.00;0.00;0.00;37.71;249.32
2018;09;23;19;00;23.36;62.00;1.30;0.20;0.00;0.00;39.74;250.42
2018;09;23;20;00;21.73;74.00;2.70;1.80;0.00;0.00;37.45;268.90
2018;09;23;21;00;12.08;79.00;3.30;3.10;0.00;0.00;28.39;12.45
2018;09;23;22;00;13.03;86.00;1.10;2.40;0.00;0.00;18.47;326.93
2018;09;23;23;00;12.67;87.00;0.50;0.50;0.00;0.00;15.82;318.69
2018;09;24;00;00;11.61;83.00;0.00;0.00;0.00;0.00;23.11;355.53
2018;09;24;01;00;10.55;82.00;0.00;0.00;0.00;0.00;16.92;358.78
2018;09;24;02;00;9.77;82.00;0.00;0.00;0.00;0.00;16.39;8.84
2018;09;24;03;00;9.54;85.00;0.00;0.00;0.00;0.00;17.06;352.72
2018;09;24;04;00;9.09;84.00;0.00;0.00;0.00;0.00;16.56;358.75
2018;09;24;05;00;8.83;85.00;0.00;0.00;0.00;0.00;17.06;352.72
2018;09;24;06;00;7.71;89.00;0.00;0.00;0.00;0.00;13.85;351.03
2018;09;24;07;00;7.61;88.00;0.00;0.00;0.00;0.00;10.31;347.91
2018;09;24;08;00;8.87;81.00;0.00;0.00;0.00;0.00;9.06;6.84
2018;09;24;09;00;10.29;72.00;0.00;0.00;0.00;0.00;6.29;13.24
2018;09;24;10;00;11.52;66.00;0.00;0.00;0.00;0.00;6.92;351.03
2018;09;24;11;00;12.65;60.00;0.00;0.00;0.00;0.00;6.48;360.00
2018;09;24;12;00;13.74;55.00;0.00;0.00;0.00;0.00;6.83;18.43
2018;09;24;13;00;15.74;45.00;0.00;0.00;0.00;0.00;8.71;38.29
2018;09;24;14;00;15.80;45.00;0.00;0.00;0.00;0.00;5.80;60.26
2018;09;24;15;00;16.11;44.00;0.00;0.00;0.00;0.00;4.68;67.38
2018;09;24;16;00;16.07;44.00;0.00;0.00;0.00;0.00;5.00;59.74
2018;09;24;17;00;15.82;43.00;0.00;0.00;0.00;0.00;5.09;45.00
2018;09;24;18;00;15.13;43.00;0.00;0.00;0.00;0.00;5.69;34.70
2018;09;24;19;00;14.24;46.00;0.00;0.00;0.00;0.00;6.49;19.44
2018;09;24;20;00;12.92;51.00;0.00;0.00;0.00;0.00;4.68;22.62
2018;09;24;21;00;11.63;57.00;0.00;0.00;0.00;0.00;6.29;103.24
2018;09;24;22;00;9.88;62.00;0.00;0.00;0.00;0.00;8.37;115.46
2018;09;24;23;00;8.31;57.00;0.00;0.00;0.00;0.00;9.34;117.55
2018;09;25;00;00;7.75;59.00;0.00;0.00;0.00;0.00;9.36;112.62
2018;09;25;01;00;7.21;66.00;0.00;0.00;0.00;0.00;8.56;104.62
2018;09;25;02;00;6.44;72.00;0.00;0.00;0.00;0.00;5.94;104.04
2018;09;25;03;00;5.73;76.00;0.00;0.00;0.00;0.00;2.74;113.20
2018;09;25;04;00;5.17;78.00;0.00;0.00;0.00;0.00;1.48;165.96
2018;09;25;05;00;4.95;79.00;0.00;0.00;0.00;0.00;0.00;180.00
2018;09;25;06;00;4.55;80.00;0.00;0.00;0.00;0.00;2.10;329.04
2018;09;25;07;00;4.08;81.00;0.00;0.00;0.00;0.00;3.40;327.99
2018;09;25;08;00;5.20;77.00;0.00;0.00;0.00;0.00;3.32;12.53
2018;09;25;09;00;9.50;63.00;0.00;0.00;0.00;0.00;12.22;76.37
2018;09;25;10;00;12.23;50.00;0.00;0.00;0.00;0.00;23.50;84.73
2018;09;25;11;00;13.75;43.00;0.00;0.00;0.00;0.00;22.81;78.16
2018;09;25;12;00;15.03;36.00;0.00;0.00;0.00;0.00;21.92;75.74
2018;09;25;13;00;16.33;36.00;0.00;0.00;0.00;0.00;25.65;85.17
2018;09;25;14;00;16.83;34.00;0.00;0.00;0.00;0.00;25.26;85.91
2018;09;25;15;00;16.97;35.00;0.00;0.00;0.00;0.00;25.21;88.36
2018;09;25;16;00;16.65;34.00;0.00;0.00;0.00;0.00;25.20;90.00
2018;09;25;17;00;15.88;36.00;0.00;0.00;0.00;0.00;22.68;90.00
2018;09;25;18;00;14.56;38.00;0.00;0.00;0.00;0.00;17.64;90.00
2018;09;25;19;00;12.63;41.00;0.00;0.00;0.00;0.00;15.14;92.73
2018;09;25;20;00;10.98;44.00;0.00;0.00;0.00;0.00;13.04;96.34
2018;09;25;21;00;10.39;44.00;0.00;0.00;0.00;0.00;14.11;95.86
2018;09;25;22;00;9.78;46.00;0.00;0.00;0.00;0.00;13.80;97.50
2018;09;25;23;00;8.89;48.00;0.00;0.00;0.00;0.00;11.72;100.62
2018;09;26;00;00;8.02;52.00;0.00;0.00;0.00;0.00;7.86;105.95
2018;09;26;01;00;7.06;55.00;0.00;0.00;0.00;0.00;5.90;127.57
2018;09;26;02;00;6.45;58.00;0.00;0.00;0.00;0.00;7.93;140.53
2018;09;26;03;00;5.98;59.00;0.00;0.00;0.00;0.00;10.46;139.18
2018;09;26;04;00;5.47;60.00;0.00;0.00;0.00;0.00;11.46;136.27
2018;09;26;05;00;5.41;59.00;0.00;0.00;0.00;0.00;12.26;130.24
2018;09;26;06;00;5.20;61.00;0.00;0.00;0.00;0.00;12.68;124.59
2018;09;26;07;00;5.35;64.00;0.00;0.00;0.00;0.00;12.88;116.57
2018;09;26;08;00;7.46;59.00;0.00;0.00;0.00;0.00;13.78;109.86
2018;09;26;09;00;9.84;53.00;0.00;0.00;0.00;0.00;13.01;104.42
2018;09;26;10;00;12.41;50.00;0.00;0.00;0.00;0.00;10.31;102.09
2018;09;26;11;00;14.65;44.00;0.00;0.00;0.00;0.00;4.80;102.99
2018;09;26;12;00;16.49;40.00;0.00;0.00;0.00;0.00;0.36;270.00
2018;09;26;13;00;18.41;40.00;0.00;0.00;0.00;0.00;1.02;315.00
2018;09;26;14;00;19.80;38.00;0.00;0.00;0.00;0.00;1.48;345.96
2018;09;26;15;00;20.64;38.00;0.00;0.00;0.00;0.00;1.08;360.00
2018;09;26;16;00;20.95;38.00;0.00;0.00;0.00;0.00;1.80;36.87
2018;09;26;17;00;20.64;40.00;0.00;0.00;0.00;0.00;4.21;70.02
2018;09;26;18;00;19.65;44.00;0.00;0.00;0.00;0.00;5.86;100.62
2018;09;26;19;00;19.42;45.00;0.00;0.00;0.00;0.00;6.99;124.51
2018;09;26;20;00;17.96;53.00;0.00;0.00;0.00;0.00;7.42;129.09
2018;09;26;21;00;16.38;60.00;0.00;0.00;0.00;0.00;6.70;126.25
2018;09;26;22;00;15.27;65.00;0.00;0.00;0.00;0.00;5.69;124.70
2018;09;26;23;00;14.55;68.00;0.00;0.00;0.00;0.00;5.50;121.61
2018;09;27;00;00;14.03;71.00;0.00;0.00;0.00;0.00;5.00;120.26
2018;09;27;01;00;13.52;74.00;0.00;0.00;0.00;0.00;6.12;118.07
2018;09;27;02;00;12.87;76.00;0.00;0.00;0.00;0.00;6.95;111.25
2018;09;27;03;00;12.08;77.00;0.00;0.00;0.00;0.00;6.95;111.25
2018;09;27;04;00;11.52;78.00;0.00;0.00;0.00;0.00;6.62;112.38
2018;09;27;05;00;11.21;79.00;0.00;0.00;0.00;0.00;5.96;115.02
2018;09;27;06;00;11.03;77.00;0.00;0.00;0.00;0.00;6.12;118.07
2018;09;27;07;00;11.10;75.00;0.00;0.00;0.00;0.00;5.15;114.78
2018;09;27;08;00;12.01;72.00;0.00;0.00;0.00;0.00;4.38;99.46
2018;09;27;09;00;14.32;66.00;0.00;0.00;0.00;0.00;3.32;102.53
2018;09;27;10;00;16.68;60.00;0.00;0.00;0.00;0.00;0.00;180.00
2018;09;27;11;00;18.90;55.00;0.00;0.00;0.00;0.00;1.14;341.57
2018;09;27;12;00;20.67;51.00;0.00;0.00;0.00;0.00;1.48;345.96
2018;09;27;13;00;22.20;42.00;0.00;0.00;0.00;0.00;1.14;341.57
2018;09;27;14;00;23.31;38.00;0.00;0.00;0.00;0.00;0.80;333.43
2018;09;27;15;00;23.90;37.00;0.00;0.00;0.00;0.00;0.36;270.00
2018;09;27;16;00;24.03;37.00;0.00;0.00;0.00;0.00;0.00;180.00
2018;09;27;17;00;23.74;39.00;0.00;0.00;0.00;0.00;1.84;78.69
2018;09;27;18;00;22.99;41.00;0.00;0.00;0.00;0.00;4.45;104.04
2018;09;27;19;00;22.18;44.00;0.00;0.00;0.00;0.00;5.90;127.57
2018;09;27;20;00;20.61;53.00;0.00;0.00;0.00;0.00;5.15;155.22
2018;09;27;21;00;19.19;60.00;0.00;0.00;0.00;0.00;5.15;167.91
2018;09;27;22;00;18.20;64.00;0.00;0.00;0.00;0.00;5.48;156.80
2018;09;27;23;00;17.47;66.00;0.00;0.00;0.00;0.00;5.32;151.70
2018;09;28;00;00;16.81;67.00;0.00;0.00;0.00;0.00;4.84;138.01
2018;09;28;01;00;16.41;70.00;0.00;0.00;0.00;0.00;5.12;140.71
2018;09;28;02;00;15.99;73.00;0.00;0.00;0.00;0.00;4.61;141.34
2018;09;28;03;00;15.33;73.00;0.00;0.00;0.00;0.00;3.89;146.31
2018;09;28;04;00;14.72;72.00;0.00;0.00;0.00;0.00;4.61;141.34
2018;09;28;05;00;14.41;72.00;0.00;0.00;0.00;0.00;4.61;141.34
2018;09;28;06;00;14.24;72.00;0.00;0.00;0.00;0.00;4.84;138.01
2018;09;28;07;00;14.17;70.00;0.00;0.00;0.00;0.00;4.61;141.34
2018;09;28;08;00;14.75;70.00;0.00;0.00;0.00;0.00;3.71;119.05
2018;09;28;09;00;16.78;65.00;0.00;0.00;0.00;0.00;4.45;104.04
2018;09;28;10;00;18.96;60.00;0.00;0.00;0.00;0.00;2.60;123.69
2018;09;28;11;00;21.11;55.00;0.00;0.00;0.00;0.00;0.72;90.00
2018;09;28;12;00;22.78;46.00;0.00;0.00;0.00;0.00;1.08;360.00
2018;09;28;13;00;23.09;46.00;0.00;0.00;0.00;0.00;10.93;342.76
2018;09;28;14;00;23.53;42.00;0.00;0.00;0.00;0.00;13.63;347.80
2018;09;28;15;00;23.50;41.00;0.00;0.00;0.00;0.00;15.16;355.91
2018;09;28;16;00;23.14;41.00;0.00;0.00;0.00;0.00;18.72;1.10
2018;09;28;17;00;21.99;43.00;0.00;0.00;0.00;0.00;19.71;9.46
2018;09;28;18;00;20.24;45.00;0.00;0.00;0.00;0.00;18.00;11.53
2018;09;28;19;00;18.76;48.00;0.00;0.00;0.00;0.00;16.87;11.07
2018;09;28;20;00;17.80;51.00;0.00;0.00;0.00;0.00;12.68;6.52
2018;09;28;21;00;16.38;58.00;0.00;0.00;0.00;0.00;11.53;1.79
2018;09;28;22;00;15.28;63.00;0.00;0.00;0.00;0.00;14.08;4.40
2018;09;28;23;00;14.40;67.00;0.00;0.00;0.00;0.00;10.83;15.42
2018;09;29;00;00;13.76;72.00;0.00;0.00;0.00;0.00;6.49;3.18
2018;09;29;01;00;12.54;78.00;0.00;0.00;0.00;0.00;4.74;351.25
2018;09;29;02;00;11.49;82.00;0.00;0.00;0.00;0.00;4.74;351.25
2018;09;29;03;00;10.48;85.00;0.00;0.00;0.00;0.00;5.15;335.22
2018;09;29;04;00;9.94;85.00;0.00;0.00;0.00;0.00;5.19;326.31
2018;09;29;05;00;8.95;85.00;0.00;0.00;0.00;0.00;6.64;310.60
2018;09;29;06;00;7.91;83.00;0.00;0.00;0.00;0.00;8.21;307.87
2018;09;29;07;00;7.14;80.00;0.00;0.00;0.00;0.00;9.73;308.99
2018;09;29;08;00;7.25;77.00;0.00;0.00;0.00;0.00;10.01;307.69
2018;09;29;09;00;8.46;72.00;0.00;0.00;0.00;0.00;8.44;320.19
2018;09;29;10;00;10.18;65.00;0.00;0.00;0.00;0.00;9.36;337.38
2018;09;29;11;00;12.66;58.00;0.00;0.00;0.00;0.00;4.74;351.25
2018;09;29;12;00;16.36;50.00;0.00;0.00;0.00;0.00;10.31;77.91
2018;09;29;13;00;19.83;45.00;0.00;0.00;0.00;0.00;19.30;81.42
2018;09;29;14;00;20.26;44.00;0.00;0.00;0.00;0.00;20.16;88.98
2018;09;29;15;00;20.23;44.00;0.00;0.00;0.00;0.00;20.88;90.99
2018;09;29;16;00;19.70;45.00;0.00;0.00;0.00;0.00;21.67;94.76
2018;09;29;17;00;18.80;46.00;0.00;0.00;0.00;0.00;20.36;98.13
2018;09;29;18;00;17.47;50.00;0.00;0.00;0.00;0.00;16.10;100.30
2018;09;29;19;00;15.99;54.00;0.00;0.00;0.00;0.00;14.33;101.59
2018;09;29;20;00;14.44;56.00;0.00;0.00;0.00;0.00;12.31;105.26
2018;09;29;21;00;13.31;58.00;0.00;0.00;0.00;0.00;10.64;113.96
2018;09;29;22;00;12.37;60.00;0.00;0.00;0.00;0.00;8.59;123.02
2018;09;29;23;00;11.32;63.00;0.00;0.00;0.00;0.00;6.88;132.88
2018;09;30;00;00;10.57;66.00;0.00;0.00;0.00;0.00;6.88;137.12
2018;09;30;01;00;10.05;67.00;0.00;0.00;0.00;0.00;9.45;130.36
2018;09;30;02;00;10.08;66.00;0.00;0.00;0.00;0.00;11.53;128.66
2018;09;30;03;00;9.86;67.00;0.00;0.00;0.00;0.00;12.41;119.54
2018;09;30;04;00;8.93;72.00;0.00;0.00;0.00;0.00;11.50;110.14
2018;09;30;05;00;7.70;78.00;0.00;0.00;0.00;0.00;11.17;110.77
2018;09;30;06;00;7.31;79.00;0.00;0.00;0.00;0.00;10.70;109.65
2018;09;30;07;00;7.67;79.00;0.00;0.00;0.00;0.00;10.70;109.65
2018;09;30;08;00;10.06;72.00;0.00;0.00;0.00;0.00;9.57;109.80
2018;09;30;09;00;13.58;63.00;0.00;0.00;0.00;0.00;9.69;105.07
2018;09;30;10;00;16.42;58.00;0.00;0.00;0.00;0.00;6.21;100.01
2018;09;30;11;00;18.81;54.00;0.00;0.00;0.00;0.00;2.52;90.00
2018;09;30;12;00;20.93;51.00;0.00;0.00;0.00;0.00;2.81;320.19
2018;09;30;13;00;21.23;50.00;0.00;0.00;0.00;0.00;2.81;309.81
2018;09;30;14;00;22.63;46.00;0.00;0.00;0.00;0.00;4.10;307.87
2018;09;30;15;00;23.60;41.00;0.00;0.00;0.00;0.00;10.46;296.57
2018;09;30;16;00;22.92;43.00;0.00;0.00;0.00;0.00;14.41;282.99
2018;09;30;17;00;22.08;48.00;0.10;0.00;0.00;0.00;12.37;278.37
2018;09;30;18;00;20.85;53.00;0.00;0.00;0.00;0.00;9.39;274.40
2018;09;30;19;00;19.55;57.00;0.00;0.00;0.00;0.00;7.42;247.17
2018;09;30;20;00;19.13;60.00;0.00;0.00;0.00;0.00;7.79;213.69
2018;09;30;21;00;18.10;68.00;0.30;0.00;0.00;0.00;9.67;225.00
2018;09;30;22;00;16.98;72.00;0.60;0.00;0.00;0.00;16.65;248.43
2018;09;30;23;00;15.63;76.00;0.30;0.00;0.00;0.00;19.51;240.12
2018;10;01;00;00;15.04;78.00;0.10;0.00;0.00;0.00;19.52;247.22
2018;10;01;01;00;14.19;82.00;0.30;0.00;0.00;0.00;20.60;275.01
2018;10;01;02;00;13.56;87.00;0.50;0.00;0.00;0.00;12.64;289.98
2018;10;01;03;00;13.03;85.00;0.30;0.00;0.00;0.00;8.29;272.49
2018;10;01;04;00;12.81;84.00;0.00;0.00;0.00;0.00;9.73;267.88
2018;10;01;05;00;12.41;81.00;0.00;0.00;0.00;0.00;16.39;278.84
2018;10;01;06;00;11.76;82.00;0.00;0.00;0.00;0.00;16.31;292.04
2018;10;01;07;00;10.92;84.00;0.00;0.00;0.00;0.00;16.79;300.96
2018;10;01;08;00;10.97;81.00;0.00;0.00;0.00;0.00;16.81;316.74
2018;10;01;09;00;11.82;71.00;0.00;0.00;0.00;0.00;13.98;325.49
2018;10;01;10;00;12.65;65.00;0.00;0.00;0.00;0.00;9.45;310.36
2018;10;01;11;00;13.38;59.00;0.00;0.00;0.00;0.00;8.71;308.29
2018;10;01;12;00;13.59;57.00;0.00;0.00;0.00;0.00;15.78;332.85
2018;10;01;13;00;11.79;70.00;1.10;0.70;0.00;0.00;18.79;323.57
2018;10;01;14;00;10.63;79.00;0.70;0.90;0.00;0.00;21.90;334.70
2018;10;01;15;00;12.35;64.00;0.10;0.80;0.00;0.00;21.08;352.15
2018;10;01;16;00;12.00;64.00;0.00;0.40;0.00;0.00;20.49;341.57
2018;10;01;17;00;11.98;62.00;0.00;0.00;0.00;0.00;17.71;333.43
2018;10;01;18;00;11.67;61.00;0.00;0.00;0.00;0.00;16.26;332.30
2018;10;01;19;00;10.20;68.00;0.00;0.00;0.00;0.00;13.00;311.63
2018;10;01;20;00;9.50;69.00;0.00;0.00;0.00;0.00;11.68;303.69
2018;10;01;21;00;9.81;67.00;0.00;0.00;0.00;0.00;12.68;325.41
2018;10;01;22;00;8.48;71.00;0.00;0.00;0.00;0.00;13.24;337.62
2018;10;01;23;00;7.13;74.00;0.00;0.00;0.00;0.00;11.97;338.84
2018;10;02;00;00;6.00;78.00;0.00;0.00;0.00;0.00;9.18;318.18
2018;10;02;01;00;5.72;78.00;0.00;0.00;0.00;0.00;7.93;309.47
2018;10;02;02;00;5.37;79.00;0.00;0.00;0.00;0.00;7.73;297.76
2018;10;02;03;00;5.04;80.00;0.00;0.00;0.00;0.00;6.29;283.24
2018;10;02;04;00;4.85;80.00;0.00;0.00;0.00;0.00;4.80;282.99
2018;10;02;05;00;4.64;81.00;0.00;0.00;0.00;0.00;2.90;277.13
2018;10;02;06;00;4.64;81.00;0.00;0.00;0.00;0.00;0.51;225.00
2018;10;02;07;00;4.63;81.00;0.00;0.00;0.00;0.00;0.80;116.57
2018;10;02;08;00;5.53;77.00;0.00;0.00;0.00;0.00;2.52;90.00
2018;10;02;09;00;7.34;70.00;0.00;0.00;0.00;0.00;1.44;180.00
2018;10;02;10;00;9.24;61.00;0.00;0.00;0.00;0.00;3.89;236.31
2018;10;02;11;00;10.54;53.00;0.00;0.00;0.00;0.00;6.12;270.00
2018;10;02;12;00;12.07;43.00;0.00;0.00;0.00;0.00;9.06;276.84
2018;10;02;13;00;14.41;39.00;0.00;0.00;0.00;0.00;14.11;264.14
2018;10;02;14;00;15.36;38.00;0.00;0.00;0.00;0.00;16.20;268.73
2018;10;02;15;00;15.33;41.00;0.00;0.00;0.00;0.00;19.65;278.43
2018;10;02;16;00;14.46;44.00;0.00;0.00;0.00;0.00;20.90;280.92
2018;10;02;17;00;13.52;46.00;0.00;0.10;0.00;0.00;19.92;276.23
2018;10;02;18;00;13.02;46.00;0.00;0.10;0.00;0.00;18.13;276.84
2018;10;02;19;00;12.49;48.00;0.00;0.00;0.00;0.00;16.94;272.44
2018;10;02;20;00;12.18;49.00;0.00;0.00;0.00;0.00;15.58;263.37
2018;10;02;21;00;11.79;51.00;0.00;0.00;0.00;0.00;14.26;259.82
2018;10;02;22;00;11.74;52.00;0.00;0.00;0.00;0.00;12.07;252.65
2018;10;02;23;00;11.83;56.00;0.00;0.00;0.00;0.00;12.66;255.17
2018;10;03;00;00;11.82;61.00;0.00;0.00;0.00;0.00;11.84;250.46
2018;10;03;01;00;11.82;65.00;0.00;0.00;0.00;0.00;10.46;243.43
2018;10;03;02;00;11.51;70.00;0.00;0.00;0.00;0.00;6.88;222.88
2018;10;03;03;00;12.03;70.00;0.00;0.00;0.00;0.00;2.60;213.69
2018;10;03;04;00;11.91;76.00;0.00;0.00;0.00;0.00;1.14;251.57
2018;10;03;05;00;12.30;78.00;0.00;0.00;0.00;0.00;2.28;251.57
2018;10;03;06;00;12.88;80.00;0.00;0.00;0.00;0.00;7.99;262.23
2018;10;03;07;00;12.85;80.00;0.00;0.00;0.00;0.00;14.40;268.57
2018;10;03;08;00;13.27;78.00;0.00;0.10;0.00;0.00;15.68;279.25
2018;10;03;09;00;13.63;76.00;0.20;0.30;0.00;0.00;17.87;279.27
2018;10;03;10;00;13.77;75.00;0.20;0.30;0.00;0.00;18.29;280.20
2018;10;03;11;00;14.24;73.00;0.00;0.20;0.00;0.00;17.52;279.46
2018;10;03;12;00;14.83;71.00;0.00;0.20;0.00;0.00;16.56;271.25
2018;10;03;13;00;15.46;72.00;0.00;0.00;0.00;0.00;11.21;275.53
2018;10;03;14;00;16.26;69.00;0.00;0.00;0.00;0.00;10.18;278.13
2018;10;03;15;00;17.06;66.00;0.00;0.00;0.00;0.00;7.75;291.80
2018;10;03;16;00;17.83;62.00;0.00;0.00;0.00;0.00;8.21;307.87
2018;10;03;17;00;18.05;60.00;0.00;0.00;0.00;0.00;8.71;330.26
2018;10;03;18;00;17.01;63.00;0.00;0.00;0.00;0.00;7.93;357.40
2018;10;03;19;00;16.18;67.00;0.00;0.00;0.00;0.00;6.73;15.52
2018;10;03;20;00;14.96;72.00;0.00;0.00;0.00;0.00;4.61;51.34
2018;10;03;21;00;14.14;76.00;0.00;0.00;0.00;0.00;5.04;90.00
2018;10;03;22;00;13.20;79.00;0.00;0.00;0.00;0.00;4.02;100.30
2018;10;03;23;00;12.63;80.00;0.00;0.00;0.00;0.00;2.41;116.57
2018;10;04;00;00;12.10;82.00;0.00;0.00;0.00;0.00;3.67;101.31
2018;10;04;01;00;11.48;83.00;0.00;0.00;0.00;0.00;3.60;90.00
2018;10;04;02;00;10.65;86.00;0.00;0.00;0.00;0.00;2.97;75.96
2018;10;04;03;00;9.83;90.00;0.00;0.00;0.00;0.00;1.80;53.13
2018;10;04;04;00;9.05;95.00;0.00;0.00;0.00;0.00;0.36;360.00
2018;10;04;05;00;8.75;96.00;0.00;0.00;0.00;0.00;0.72;180.00
2018;10;04;06;00;8.88;95.00;0.00;0.00;0.00;0.00;2.81;140.19
2018;10;04;07;00;8.91;95.00;0.00;0.00;0.00;0.00;3.05;135.00
2018;10;04;08;00;9.71;89.00;0.00;0.00;0.00;0.00;2.16;90.00
2018;10;04;09;00;11.20;82.00;0.00;0.00;0.00;0.00;1.84;11.31
2018;10;04;10;00;13.14;76.00;0.00;0.00;0.00;0.00;3.62;5.71
2018;10;04;11;00;14.81;71.00;0.00;0.00;0.00;0.00;5.45;7.59
2018;10;04;12;00;16.56;66.00;0.00;0.00;0.00;0.00;6.49;3.18
2018;10;04;13;00;17.23;61.00;0.00;0.00;0.00;0.00;8.05;349.70
2018;10;04;14;00;18.71;57.00;0.00;0.00;0.00;0.00;6.64;347.47
2018;10;04;15;00;19.63;54.00;0.00;0.00;0.00;0.00;3.98;354.81
2018;10;04;16;00;19.95;54.00;0.00;0.00;0.00;0.00;1.02;45.00
2018;10;04;17;00;20.02;51.00;0.00;0.00;0.00;0.00;3.83;131.19
2018;10;04;18;00;19.03;46.00;0.00;0.00;0.00;0.00;8.91;136.64
2018;10;04;19;00;16.45;56.00;0.00;0.00;0.00;0.00;11.71;135.00
2018;10;04;20;00;15.26;62.00;0.00;0.00;0.00;0.00;11.09;125.75
2018;10;04;21;00;13.98;66.00;0.00;0.00;0.00;0.00;10.88;124.22
2018;10;04;22;00;12.78;72.00;0.00;0.00;0.00;0.00;9.69;131.99
2018;10;04;23;00;12.43;72.00;0.00;0.00;0.00;0.00;9.93;133.53
2018;10;05;00;00;12.04;74.00;0.00;0.00;0.00;0.00;11.75;130.03
2018;10;05;01;00;12.04;73.00;0.00;0.00;0.00;0.00;13.10;127.18
2018;10;05;02;00;11.80;75.00;0.00;0.00;0.00;0.00;13.48;124.11
2018;10;05;03;00;10.75;78.00;0.00;0.00;0.00;0.00;11.79;121.26
2018;10;05;04;00;9.88;82.00;0.00;0.00;0.00;0.00;10.16;112.93
2018;10;05;05;00;8.99;85.00;0.00;0.00;0.00;0.00;9.03;113.50
2018;10;05;06;00;8.70;86.00;0.00;0.00;0.00;0.00;10.31;114.78
2018;10;05;07;00;8.67;86.00;0.00;0.00;0.00;0.00;11.30;112.48
2018;10;05;08;00;10.36;80.00;0.00;0.00;0.00;0.00;11.50;110.14
2018;10;05;09;00;13.93;69.00;0.00;0.00;0.00;0.00;12.57;103.24
2018;10;05;10;00;16.76;62.00;0.00;0.00;0.00;0.00;11.87;104.04
2018;10;05;11;00;19.27;54.00;0.00;0.00;0.00;0.00;8.71;97.13
2018;10;05;12;00;21.41;45.00;0.00;0.00;0.00;0.00;3.98;84.81
2018;10;05;13;00;22.56;44.00;0.00;0.00;0.00;0.00;5.05;85.91
2018;10;05;14;00;23.34;42.00;0.00;0.00;0.00;0.00;3.67;101.31
2018;10;05;15;00;23.78;42.00;0.00;0.00;0.00;0.00;3.62;95.71
2018;10;05;16;00;23.81;43.00;0.00;0.00;0.00;0.00;3.96;90.00
2018;10;05;17;00;23.44;44.00;0.00;0.00;0.00;0.00;5.45;97.59
2018;10;05;18;00;22.72;47.00;0.00;0.00;0.00;0.00;7.07;104.74
2018;10;05;19;00;21.30;53.00;0.00;0.00;0.00;0.00;8.89;121.76
2018;10;05;20;00;19.08;62.00;0.00;0.00;0.00;0.00;8.91;133.36
2018;10;05;21;00;17.91;67.00;0.00;0.00;0.00;0.00;8.21;142.13
2018;10;05;22;00;16.99;70.00;0.00;0.00;0.00;0.00;9.02;151.39
2018;10;05;23;00;16.33;67.00;0.00;0.00;0.00;0.00;8.50;143.62
2018;10;06;00;00;15.59;70.00;0.00;0.00;0.00;0.00;8.67;138.37
2018;10;06;01;00;15.29;69.00;0.00;0.00;0.00;0.00;9.69;131.99
2018;10;06;02;00;15.62;65.00;0.00;0.00;0.00;0.00;9.45;130.36
2018;10;06;03;00;15.44;63.00;0.00;0.00;0.00;0.00;8.89;121.76
2018;10;06;04;00;15.57;61.00;0.00;0.00;0.00;0.00;9.29;125.54
